* Environment:                2k
* Environment Version:        16.2.3 `6a407717a9c`
* Option:                     60s_24_0rps
* Date:                       2024-04-09
* Run Time:                   1h 10m 50.35s (Start: 08:15:54 UTC, End: 09:26:44 UTC)
* GPT Version:                v2.13.0

NAME                                                     | RPS  | RPS RESULT         | TTFB AVG  | TTFB P90             | REQ STATUS     | RESULT  
git_ls_remote                                            | 3/s  | 3.01/s (>1.92/s)   | 75.72ms   | 89.49ms (<200ms)     | 100.00% (>99%) | Passed  
git_pull                                                 | 3/s  | 3.0/s (>1.92/s)    | 114.11ms  | 159.79ms (<400ms)    | 100.00% (>99%) | Passed  
web_group                                                | 3/s  | 3.0/s (>1.92/s)    | 223.39ms  | 260.29ms (<500ms)    | 100.00% (>99%) | Passed¹ 
web_group_issues                                         | 3/s  | 2.99/s (>1.92/s)   | 247.97ms  | 275.87ms (<500ms)    | 100.00% (>99%) | Passed¹ 
web_group_merge_requests                                 | 3/s  | 2.95/s (>1.92/s)   | 401.56ms  | 440.14ms (<800ms)    | 100.00% (>99%) | Passed¹ 
web_project                                              | 3/s  | 2.93/s (>1.92/s)   | 373.62ms  | 413.33ms (<800ms)    | 100.00% (>99%) | Passed¹ 
web_project_branches                                     | 3/s  | 2.84/s (>1.92/s)   | 528.06ms  | 568.76ms (<900ms)    | 100.00% (>99%) | Passed¹ 
web_project_branches_search                              | 3/s  | 2.76/s (>1.92/s)   | 860.27ms  | 907.49ms (<1600ms)   | 100.00% (>99%) | Passed¹ 
web_project_commit                                       | 3/s  | 2.85/s (>0.77/s)   | 633.94ms  | 1776.59ms (<3500ms)  | 100.00% (>99%) | Passed¹ 
web_project_commits                                      | 3/s  | 2.88/s (>1.92/s)   | 560.52ms  | 610.55ms (<1000ms)   | 100.00% (>99%) | Passed¹ 
web_project_file_blame                                   | 3/s  | 1.35/s (>0.38/s)   | 2014.30ms | 2087.76ms (<2400ms)  | 100.00% (>99%) | Passed¹ 
web_project_file_rendered                                | 3/s  | 2.55/s (>1.54/s)   | 759.81ms  | 1225.55ms (<1700ms)  | 100.00% (>99%) | Passed¹ 
web_project_file_source                                  | 3/s  | 2.55/s (>0.77/s)   | 914.35ms  | 1629.47ms (<4000ms)  | 99.35% (>99%)  | Passed¹ 
web_project_files                                        | 3/s  | 2.94/s (>1.92/s)   | 219.50ms  | 340.58ms (<1200ms)   | 100.00% (>99%) | Passed¹ 
web_project_issue                                        | 3/s  | 2.98/s (>1.92/s)   | 312.99ms  | 540.29ms (<2000ms)   | 100.00% (>99%) | Passed¹ 
web_project_issues                                       | 3/s  | 3.0/s (>1.92/s)    | 259.55ms  | 290.85ms (<700ms)    | 100.00% (>99%) | Passed¹ 
web_project_issues_search                                | 3/s  | 3.0/s (>1.92/s)    | 265.13ms  | 302.06ms (<700ms)    | 100.00% (>99%) | Passed¹ 
web_project_merge_request                                | 3/s  | 2.74/s (>1.92/s)   | 655.91ms  | 1780.55ms (<2800ms)  | 100.00% (>99%) | Passed¹ 
web_project_merge_request_changes                        | 3/s  | 2.9/s (>1.92/s)    | 556.28ms  | 755.01ms (<1500ms)   | 100.00% (>99%) | Passed¹ 
web_project_merge_request_commits                        | 3/s  | 2.5/s (>1.15/s)    | 982.78ms  | 1557.35ms (<1950ms)  | 100.00% (>99%) | Passed¹ 
web_project_merge_requests                               | 3/s  | 2.95/s (>1.92/s)   | 413.13ms  | 455.99ms (<900ms)    | 100.00% (>99%) | Passed¹ 
web_project_merge_requests_search                        | 3/s  | 2.96/s (>1.92/s)   | 409.70ms  | 454.32ms (<700ms)    | 100.00% (>99%) | Passed¹ 
web_project_pipelines                                    | 3/s  | 2.97/s (>1.54/s)   | 341.33ms  | 462.93ms (<600ms)    | 100.00% (>99%) | Passed¹ 
web_project_pipelines_pipeline                           | 3/s  | 2.96/s (>1.92/s)   | 411.25ms  | 961.42ms (<2500ms)   | 100.00% (>99%) | Passed¹ 
web_project_repository_compare                           | 3/s  | 0.87/s (>0.10/s)   | 3211.24ms | 4084.00ms (<7500ms)  | 100.00% (>99%) | Passed¹ 
web_project_tags                                         | 3/s  | 2.84/s (>1.54/s)   | 702.57ms  | 743.47ms (<1500ms)   | 100.00% (>99%) | Passed¹ 
web_user                                                 | 3/s  | 2.96/s (>1.15/s)   | 302.97ms  | 396.21ms (<4000ms)   | 100.00% (>99%) | Passed  

¹ Result covers endpoint(s) that have known issue(s). Threshold(s) have been adjusted to compensate.
² Failure may not be clear from summary alone. Refer to the individual test's full output for further debugging.
