* Environment:                2k
* Environment Version:        16.2.3 `6a407717a9c`
* Option:                     60s_40rps
* Date:                       2024-04-09
* Run Time:                   1h 12m 54.32s (Start: 16:58:50 UTC, End: 18:11:44 UTC)
* GPT Version:                v2.13.0

❯ Overall Results Score: 95.82%

NAME                                                     | RPS  | RPS RESULT         | TTFB AVG  | TTFB P90             | REQ STATUS     | RESULT  
web_project_commit                                       | 4/s  | 3.83/s (>1.28/s)   | 641.03ms  | 1815.05ms (<3500ms)  | 100.00% (>99%) | Passed¹ 
web_project_commits                                      | 4/s  | 3.84/s (>3.20/s)   | 601.95ms  | 647.05ms (<1000ms)   | 100.00% (>99%) | Passed¹ 
web_project_file_blame                                   | 4/s  | 1.62/s (>0.64/s)   | 2175.49ms | 2240.70ms (<2400ms)  | 100.00% (>99%) | Passed¹ 
web_project_file_rendered                                | 4/s  | 3.37/s (>2.56/s)   | 756.50ms  | 729.07ms (<1700ms)   | 100.00% (>99%) | Passed¹ 
web_project_file_source                                  | 4/s  | 3.76/s (>1.28/s)   | 770.87ms  | 1035.43ms (<4000ms)  | 100.00% (>99%) | Passed¹ 
web_project_files                                        | 4/s  | 3.93/s (>3.20/s)   | 216.84ms  | 340.31ms (<1200ms)   | 100.00% (>99%) | Passed¹ 
web_project_issue                                        | 4/s  | 3.94/s (>3.20/s)   | 314.13ms  | 553.99ms (<2000ms)   | 100.00% (>99%) | Passed¹ 
web_project_issues                                       | 4/s  | 3.98/s (>3.20/s)   | 270.46ms  | 300.03ms (<700ms)    | 100.00% (>99%) | Passed¹ 
web_project_issues_search                                | 4/s  | 3.99/s (>3.20/s)   | 280.38ms  | 299.40ms (<700ms)    | 100.00% (>99%) | Passed¹ 
web_project_merge_request                                | 4/s  | 3.51/s (>3.20/s)   | 686.12ms  | 1809.67ms (<2800ms)  | 100.00% (>99%) | Passed¹ 
web_project_merge_request_changes                        | 4/s  | 3.84/s (>3.20/s)   | 576.34ms  | 768.98ms (<1500ms)   | 100.00% (>99%) | Passed¹ 
web_project_merge_request_commits                        | 4/s  | 3.46/s (>1.92/s)   | 964.86ms  | 1025.16ms (<1950ms)  | 100.00% (>99%) | Passed¹ 
web_project_merge_requests                               | 4/s  | 3.91/s (>3.20/s)   | 409.80ms  | 449.86ms (<900ms)    | 100.00% (>99%) | Passed¹ 
web_project_merge_requests_search                        | 4/s  | 3.9/s (>3.20/s)    | 425.89ms  | 466.80ms (<700ms)    | 100.00% (>99%) | Passed¹ 
web_project_pipelines                                    | 4/s  | 3.93/s (>2.56/s)   | 364.37ms  | 479.34ms (<600ms)    | 100.00% (>99%) | Passed¹ 
web_project_pipelines_pipeline                           | 4/s  | 3.92/s (>3.20/s)   | 429.59ms  | 993.49ms (<2500ms)   | 100.00% (>99%) | Passed¹ 
web_project_repository_compare                           | 4/s  | 1.11/s (>0.16/s)   | 3292.80ms | 3815.54ms (<7500ms)  | 100.00% (>99%) | Passed¹ 
web_project_tags                                         | 4/s  | 3.75/s (>2.56/s)   | 753.38ms  | 799.49ms (<1500ms)   | 100.00% (>99%) | Passed¹ 
web_user                                                 | 4/s  | 3.97/s (>1.92/s)   | 294.02ms  | 391.33ms (<4000ms)   | 100.00% (>99%) | Passed  

¹ Result covers endpoint(s) that have known issue(s). Threshold(s) have been adjusted to compensate.
² Failure may not be clear from summary alone. Refer to the individual test's full output for further debugging.
