timestamp,compose-post-service,home-timeline-redis,home-timeline-service,jaeger,media-frontend,media-memcached,media-mongodb,media-service,nginx-thrift,post-storage-memcached,post-storage-mongodb,post-storage-service,social-graph-mongodb,social-graph-redis,social-graph-service,text-service,unique-id-service,url-shorten-memcached,url-shorten-mongodb,url-shorten-service,user-memcached,user-mention-service,user-mongodb,user-service,user-timeline-mongodb,user-timeline-redis,user-timeline-service
1727210400,0.000004849802709791873,0.0014446110777844366,0.000004316349601535553,0.0004829072285143254,0,0.00026555217068366334,0.003247772533462382,0.00000504177170357873,0.000051739708501642284,0.0002505851178999668,0.004507198216141316,0.000024969781080739025,0.00422413934091093,0.0015336605734846793,0.00003272875186440168,0.000003701751303203709,0.000005495664850756431,0.00024837345296684467,0.0044381708295716795,0.00003208113060012766,0.00025183025507976827,0.000028984779223380098,0.004315302032933883,0.0000301704309580729,0.004437806881243062,0.0012405359251004184,0.000025806657925854947
1727210430,0.000004907781207930377,0.001431779041853691,0.000004504693261832518,0.0004761297675272126,0,0.00026926341491773743,0.004402456698899949,0.0000046987766801747835,0.00005248172793705098,0.00025491713713349213,0.004503055077452651,0.000029369439396682528,0.00429011813113869,0.0015935637932393899,0.00003155754896578811,0.000004213734040690718,0.000005524566118147248,0.00026126405927635264,0.004436653568839906,0.00003211025724278534,0.00025834223892605564,0.000028591530502122775,0.004414339367633157,0.000030842404628811936,0.003867823793143342,0.0014660797514242097,0.00003017403133500047
1727210460,0.000005339645491864449,0.0014115685568670399,0.000005302296928607047,0.0002506104581282636,0,0.00026612937165944355,0.00437368910952526,0.000005500716724724948,0.00004119305168961062,0.00026317890930870015,0.00455228231864296,0.00002531967535327201,0.004205074554097351,0.0015915315256523144,0.00003206605222748535,0.000003880856481709288,0.00000594129093694672,0.0002543645691902884,0.004293937419840795,0.00002995992917712518,0.00025428615243060346,0.000029002242899326803,0.004406564660725006,0.000030331282242525922,0.004477768893411847,0.0014534510746056026,0.0000322434745348662
1727210490,0.000004466200979023487,0.0014514920295998711,0.0000047744402293784015,0.0005467064333480907,0,0.00026147807191756705,0.004410531526889582,0.000005655785468639531,0.00005235303969183336,0.00027378492337461923,0.004522421624016819,0.0000325821113292162,0.004304812357659149,0.0015754325071858312,0.00003338006381132348,0.000004226968919977314,0.000006241974205785138,0.00024766242832781696,0.004425755375648949,0.000029891774891819804,0.00027357682268321407,0.000029527671483194755,0.004509237682271032,0.00003292080309842376,0.004501196691565268,0.0011982191047030428,0.000035435267857129654
1727210520,0.000004548311947366038,0.0014267737945556868,0.000004994468844807723,0.0005516530964717481,0,0.00025976312419974797,0.004339619830136859,0.000006387500973707716,0.00005178026066083107,0.0002686058106331878,0.004534855731494199,0.00003471822481066467,0.004236831850360471,0.001593649501857368,0.000035335215794900944,0.000005339631360082459,0.000006359319882323355,0.0002500748993020473,0.004378537486506626,0.000027024005528877826,0.0002641275628289753,0.00003304044097585548,0.004453416221241047,0.00003296770076873327,0.0035273842792960925,0.0014579521445972998,0.00003419613087779525
1727210550,0.000004915186635916152,0.0014883005718161408,0.0000038828283896007715,0.0004994105233957829,0,0.000259815802229763,0.004387999344785966,0.0000062468869334287065,0.00005358304583527741,0.00027326322498406224,0.0044598833007970405,0.00003493649802203398,0.004348228967601404,0.0015721272620107614,0.00003150193076338889,0.000004876485726225865,0.000005669925244419749,0.00025231858628900906,0.004503026974100563,0.000028714308759633488,0.0002650705847832616,0.00003391242409241918,0.004491496964298477,0.000033644196654852327,0.004482173898783174,0.0015130416369901062,0.00003025481063079813
1727210580,0.0000058960367910082816,0.001477018900343639,0.000004184310719686387,0.00022780478621499091,0,0.00024631603885335207,0.004326350411132153,0.000004945105261537604,0.000049754782276428366,0.00026660882074233113,0.004406727969525047,0.00003261601730061083,0.004319935103514561,0.001617768182938129,0.00003563182527291087,0.000005413094156038119,0.000004453436587939164,0.00024992516135212753,0.004517628813067637,0.000027979202358651473,0.0002389996941999826,0.00003238544246518739,0.004494202367875074,0.00003406052232821401,0.004485330163372218,0.0015275049933422147,0.000030648993372522785
1727210610,0.000005337930461613357,0.0015015081325335357,0.000004713467573527496,0.000527218007134666,0,0.00025508511096746097,0.004308366725604435,0.000004382350247893884,0.00005337103386196682,0.00026541353383458476,0.004340784755424761,0.00002866611963044354,0.004406295329271866,0.0015802414886707005,0.00003155062775150132,0.000005360747956757498,0.000004712301587317038,0.00025869104313825525,0.004509946776518129,0.00003182743955834298,0.00025234186277831033,0.000030750037542316886,0.003549457282074647,0.000032000510307138294,0.004498363305304931,0.0014905478874609425,0.00002975945108570679
1727210640,0.000005246299978476867,0.0015130415802684575,0.000005018415031389995,0.0005278375149342882,0,0.0002575337969516063,0.004248905629644717,0.000004556030412456212,0.00005388921469319427,0.0002551463920534533,0.004391218841244162,0.00002566624263233884,0.004354820184420753,0.0016070250824422852,0.00003500708830657953,0.00000594925266446712,0.000004614154174242509,0.00026988867770838797,0.00463023145501649,0.000028952799333771,0.00025086561777472533,0.00003020151057705611,0.004380225223224203,0.000029105542687344725,0.00439962134779715,0.0012778148766474707,0.00003198924390211729
1727210670,0.0000042684566896417806,0.0014615331654732745,0.000005539487801400058,0.0005619430266646431,0,0.0002716083064880011,0.0042755632246306964,0.000004557894840212164,0.000056710189240503534,0.00026712487762537964,0.004538165551892631,0.00002919931752473317,0.003750842122352325,0.001581208693063398,0.00003368002747389876,0.000005670316275135501,0.000005524477147687295,0.0002714338525482824,0.0047132383884471475,0.00003570855499463393,0.0002674327670852067,0.000032171211598246155,0.004398297854630911,0.000025063375354124464,0.004421647024087786,0.001419632869181694,0.00003175877929473802
