timestamp,gitlab-gitaly-0,gitlab-gitlab-exporter-dcdbdfddd-lhgmj,gitlab-gitlab-shell-86487f9db8-lgpwd,gitlab-gitlab-shell-86487f9db8-wltkl,gitlab-kas-5c6ffc7fbd-8jn7r,gitlab-kas-5c6ffc7fbd-bc25g,gitlab-minio-7bdcdbbfb5-2wjhb,gitlab-postgresql-0,gitlab-prometheus-server-6d8b995f5b-gl8mw,gitlab-redis-master-0,gitlab-registry-6959dbfc7f-gc2nz,gitlab-registry-6959dbfc7f-qkrj4,gitlab-sidekiq-all-in-1-v2-55df8c87dc-zjxh4,gitlab-toolbox-647d48bbdf-7n9jb,gitlab-webservice-default-78649bd687-ckvvf,gitlab-webservice-default-78649bd687-k7sc2,gitlab-webservice-default-78649bd687-pmhjl,gitlab-sidekiq-all-in-1-v2-55df8c87dc-9bvn5,gitlab-webservice-default-78649bd687-grvr9,gitlab-webservice-default-78649bd687-m4qk7,gitlab-webservice-default-78649bd687-6cptn,gitlab-sidekiq-all-in-1-v2-55df8c87dc-lv2l6,gitlab-webservice-default-78649bd687-2ntcn,gitlab-webservice-default-78649bd687-2vvww,gitlab-webservice-default-78649bd687-j77xh,gitlab-webservice-default-78649bd687-tsfgt,gitlab-webservice-default-78649bd687-hc6w9,gitlab-sidekiq-all-in-1-v2-55df8c87dc-lhd46,gitlab-webservice-default-78649bd687-fw8h6,gitlab-webservice-default-78649bd687-nk4d9,gitlab-sidekiq-all-in-1-v2-55df8c87dc-5dhl8,gitlab-webservice-default-78649bd687-2qkvj,gitlab-webservice-default-78649bd687-xbm5z,gitlab-webservice-default-78649bd687-zzpv8,gitlab-webservice-default-78649bd687-w8xwp,gitlab-webservice-default-78649bd687-k5p9h,gitlab-webservice-default-78649bd687-46whj,gitlab-webservice-default-78649bd687-b6jgq,gitlab-webservice-default-78649bd687-bng62,gitlab-sidekiq-all-in-1-v2-55df8c87dc-c2brm,gitlab-webservice-default-78649bd687-fgplj,gitlab-sidekiq-all-in-1-v2-55df8c87dc-5r8rr,gitlab-webservice-default-78649bd687-968dw,gitlab-webservice-default-78649bd687-4pdg5,gitlab-webservice-default-78649bd687-sbqk6,gitlab-sidekiq-all-in-1-v2-55df8c87dc-2mngh,gitlab-webservice-default-78649bd687-wljtj,gitlab-webservice-default-78649bd687-pjtj6,gitlab-webservice-default-78649bd687-xfbxx,gitlab-webservice-default-78649bd687-mf7gh,gitlab-webservice-default-78649bd687-p56dv,gitlab-webservice-default-78649bd687-xs24x,gitlab-webservice-default-78649bd687-kjhtp,gitlab-webservice-default-78649bd687-6frqx,gitlab-sidekiq-all-in-1-v2-55df8c87dc-vp2ff,gitlab-sidekiq-all-in-1-v2-55df8c87dc-9dgll,gitlab-webservice-default-78649bd687-7zzr8,gitlab-webservice-default-78649bd687-g4bln,gitlab-webservice-default-78649bd687-sgj2h,gitlab-webservice-default-78649bd687-crc94,gitlab-webservice-default-78649bd687-rhwlz,gitlab-webservice-default-78649bd687-vlstp,gitlab-webservice-default-78649bd687-nrtq2,gitlab-webservice-default-78649bd687-qnn8x,gitlab-sidekiq-all-in-1-v2-55df8c87dc-64cpv,gitlab-sidekiq-all-in-1-v2-55df8c87dc-lh496,gitlab-sidekiq-all-in-1-v2-55df8c87dc-h7r9p,gitlab-webservice-default-78649bd687-sjwdj,gitlab-sidekiq-all-in-1-v2-55df8c87dc-klc5f,gitlab-sidekiq-all-in-1-v2-55df8c87dc-hznvg,gitlab-webservice-default-78649bd687-strsx,gitlab-sidekiq-all-in-1-v2-55df8c87dc-hf6xf,gitlab-webservice-default-78649bd687-8b775,gitlab-webservice-default-78649bd687-25jb4,gitlab-sidekiq-all-in-1-v2-55df8c87dc-xsr26,gitlab-sidekiq-all-in-1-v2-55df8c87dc-vq6qf,gitlab-sidekiq-all-in-1-v2-55df8c87dc-bglpr,gitlab-sidekiq-all-in-1-v2-55df8c87dc-94sck,gitlab-sidekiq-all-in-1-v2-55df8c87dc-vwqkm,gitlab-webservice-default-78649bd687-nqwkr,gitlab-webservice-default-78649bd687-wjbdz,gitlab-webservice-default-78649bd687-jrmh7,gitlab-webservice-default-78649bd687-p6w6f,gitlab-sidekiq-all-in-1-v2-55df8c87dc-srd6v,gitlab-webservice-default-78649bd687-8lvpn,gitlab-webservice-default-78649bd687-7trmd,gitlab-sidekiq-all-in-1-v2-55df8c87dc-svvzf,gitlab-webservice-default-78649bd687-g2cs7,gitlab-webservice-default-78649bd687-rvz5j,gitlab-sidekiq-all-in-1-v2-55df8c87dc-hsf5q,gitlab-webservice-default-78649bd687-2jgbq,gitlab-webservice-default-78649bd687-6mhmv,gitlab-webservice-default-78649bd687-htgl2,gitlab-webservice-default-78649bd687-mql8z,gitlab-webservice-default-78649bd687-b92sm,gitlab-webservice-default-78649bd687-q7cnv,gitlab-sidekiq-all-in-1-v2-55df8c87dc-rc2c4,gitlab-sidekiq-all-in-1-v2-55df8c87dc-szhxd,gitlab-sidekiq-all-in-1-v2-55df8c87dc-kwqf7,gitlab-webservice-default-78649bd687-4wb9b,gitlab-webservice-default-78649bd687-9hlhj,gitlab-webservice-default-78649bd687-jh54j,gitlab-webservice-default-78649bd687-nfsjs,gitlab-webservice-default-78649bd687-p8dmm,gitlab-webservice-default-78649bd687-qppjq,gitlab-sidekiq-all-in-1-v2-55df8c87dc-bhk4n,gitlab-webservice-default-78649bd687-cbs2c,gitlab-webservice-default-78649bd687-dvsd6,gitlab-webservice-default-78649bd687-v9pfx
1727735400,18218.70603740615,2279.042121506544,65.94612851473444,65.3836608532816,489.0818295312678,446.6911363090166,36.61420101637493,78259.18168489495,20702.078541541126,34483.92734390475,157.29880066397703,154.36474237881492,21114.191864246386,12.003355776883861,8497.524260351609,741942.815903674,704743.9693222042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1727735430,5836.6453188223795,1730.6857526742804,62.12698482612814,52.50763022658257,467.0350309595648,465.19682568149204,37.69955335426525,98327.46353791347,22899.88973238899,26142.811080561973,127.27528544386199,103.27500000000002,20883.598110777155,15.12269504660997,9380.316774291272,745061.1193660228,962137.5546094243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1727735460,5320.673127940292,1802.746061309508,43.88802532628898,56.3397201033095,453.1103722116409,376.659310312905,28.496511073549172,118366.6026304123,15640.905083749632,25066.517612875232,147.3293755535484,150.21291727014906,25183.53673694054,1.3956038478791806,342159.10658226727,1039530.6838040476,1053369.3710609137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1727735490,1926.4403446339202,1793.3529097704218,53.80912439371285,53.351534283195406,446.02520117927247,357.71221347898535,27.579663161224005,226080.78335373322,15606.1080779253,20517.370990603184,122.50736079851785,146.02121557651773,23974.947843452515,1.2894906511927788,833612.3063830028,1170068.955594596,1758204.962528296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1727735520,839.8847832935776,1849.4069912609239,53.5796766743649,50.83584325349397,448.0784592171829,456.6749959212414,30.428351495758744,234110.07855700867,15342.574445217171,11424.767558137062,151.4887013868684,98.075,26012.063368163348,1.5525445893993823,952722.3582981537,1914831.7163732185,1485830.974860653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1727735550,72.33908736621031,2098.410090569726,58.717321396138935,53.16352678522331,448.40133965303454,469.3011488833071,33.02913688840022,97746.68996493887,18399.83848372509,17353.24408904891,151.80456510116983,147.49018569979268,33966.34768143842,1.552467150475562,689755.0537338983,1083717.8160156882,728446.8037602819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1727735580,55.275,1186.560100956988,62.97638091653336,58.165805975654735,368.24244118920484,410.69193504571723,32.80970709271362,98622.19841197877,18816.749402625803,14882.613133718954,96.7125,159.83248470971046,33235.05901729344,10.645330415555403,129806.5304826418,391.7101155549744,605395.9508984202,6887.995260291526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1727735610,101.0276078764634,2162.635672164772,65.63876651982379,66.43221481572273,450.2029347486731,478.7619821567445,36.63793103448276,6151.0414228879,13321.778025808164,20051.49959232244,166.2490372829141,163.58882170289263,37448.99252003997,14.258080998552295,290.33252497020015,386.8399346878315,363.09137049614435,10484.996413461282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1727735640,86.79502395709703,1140.5797728882244,60.484575850455094,53.27890237709045,456.86616854456537,393.3355394083575,39.34886719469515,4973.0908570883785,19978.50856958819,13503.141331834786,165.2680906713165,158.11395836977434,17628.67138659195,7.699938154125134,236.95542324845658,381.3255735766372,376.6712061104861,12546.24926809171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1727735670,45.345765614006595,2063.0280204570945,56.581414535363386,58.34494538589473,288.1625,460.04699062383355,32.639176205580846,2710.6875,15951.65555966846,16664.04832474953,125.04853619608616,155.32077810796522,18358.200307095052,6.757764847335949,261.92336517149556,355.93513513513517,286.33514655946425,12302.207056931416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1727735700,58.489673655998736,1102.769380681881,54.12122332450139,53.703734675787324,450.6206896551724,364.34505937508976,29.508965193952893,5136.720001708999,12536.518343787298,11443.580387442687,154.28745009546952,120.86893623670147,19704.19694379141,1.719817207999607,233.12419932332557,329.2684042485065,284.93076942031036,10196.952959587592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1727735730,57.82609822917837,2035.5606538571838,54.18676588288736,44.39091712936821,446.55573273605927,367.82983966566263,24.130539168957228,5064.119357918341,18495.538402583894,17275.77902342066,154.37259705500293,145.48812482739575,20055.524995228847,0.7446412424871018,255.3579319487406,320.7888130451271,333.9906112684797,9475.441812865498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
