"Time","Redis","PostgreSQL","rails_2","rails_1","Gitaly"
1712647560000,3574501376,7259197440,6763778048,6763782144,14629122048
1712647590000,3574501376,7259197440,6763778048,6763782144,14629122048
1712647620000,3574501376,7259197440,6763778048,6763782144,14629122048
1712647650000,3574501376,7259197440,6763778048,6763782144,14629122048
1712647680000,3574501376,7259197440,6763778048,6763782144,14629122048
1712647710000,3574501376,7259197440,6763778048,6763782144,14629122048
1712647740000,3574501376,7259197440,6763778048,6763782144,14629122048
1712647770000,3574501376,7259197440,6763778048,6763782144,14629122048
1712647800000,3574501376,7259197440,6763778048,6763782144,14629122048
1712647830000,3574501376,7259197440,6763778048,6763782144,14629122048
1712647860000,3574501376,7259197440,6763778048,6763782144,14629122048
1712647890000,3574501376,7259197440,6763778048,6763782144,14629122048
1712647920000,3574501376,7259197440,6763778048,6763782144,14629122048
1712647950000,3574501376,7259197440,6763778048,6763782144,14629122048
1712647980000,3574501376,7259197440,6763778048,6763782144,14629122048
1712648010000,3574501376,7259197440,6763778048,6763782144,14629122048
1712648040000,3574501376,7259197440,6763778048,6763782144,14629122048
1712648070000,3574501376,7259197440,6763778048,6763782144,14629122048
1712648100000,3574501376,7259197440,6763778048,6763782144,14629122048
1712648130000,3574501376,7259197440,6763778048,6763782144,14629122048
1712648160000,3574501376,7259197440,6763778048,6763782144,14629122048
1712648190000,3574501376,7259197440,6763778048,6763782144,14629122048
1712648220000,3574501376,7259197440,6763778048,6763782144,14629122048
1712648250000,3574501376,7259197440,6763778048,6763782144,14629122048
1712648280000,3574501376,7259197440,6763778048,6763782144,14629122048
1712648310000,3574501376,7259197440,6763778048,6763782144,14629122048
1712648340000,3574501376,7259197440,6763778048,6763782144,14629122048
1712648370000,3574501376,7259197440,6763778048,6763782144,14629122048
1712648400000,3574501376,7259197440,6763778048,6763782144,14629122048
1712648430000,3574501376,7259197440,6763778048,6763782144,14629122048
1712648460000,3574501376,7259197440,6763778048,6763782144,14629122048
1712648490000,3574501376,7259197440,6763778048,6763782144,14629122048
1712648520000,3574501376,7259197440,6763778048,6763782144,14629122048
1712648550000,3574501376,7259197440,6763778048,6763782144,14629122048
1712648580000,3574501376,7259197440,6763778048,6763782144,14629122048
1712648610000,3574501376,7259197440,6763778048,6763782144,14629122048
1712648640000,3574501376,7259197440,6763778048,6763782144,14629122048
1712648670000,3574501376,7259197440,6763778048,6763782144,14629122048
1712648700000,3574501376,7259197440,6763778048,6763782144,14629122048
1712648730000,3574501376,7259197440,6763778048,6763782144,14629122048
1712648760000,3574501376,7259197440,6763778048,6763782144,14629122048
1712648790000,3574501376,7259197440,6763778048,6763782144,14629122048
1712648820000,3574501376,7259197440,6763778048,6763782144,14629122048
1712648850000,3574501376,7259197440,6763778048,6763782144,14629122048
1712648880000,3574501376,7259197440,6763778048,6763782144,14629122048
1712648910000,3574501376,7259197440,6763778048,6763782144,14629122048
1712648940000,3574501376,7259197440,6763778048,6763782144,14629122048
1712648970000,3574501376,7259197440,6763778048,6763782144,14629122048
1712649000000,3574501376,7259197440,6763778048,6763782144,14629122048
1712649030000,3574501376,7259197440,6763778048,6763782144,14629122048
1712649060000,3574501376,7259197440,6763778048,6763782144,14629122048
1712649090000,3574501376,7259197440,6763778048,6763782144,14629122048
1712649120000,3574501376,7259197440,6763778048,6763782144,14629122048
1712649150000,3574501376,7259197440,6763778048,6763782144,14629122048
1712649180000,3574501376,7259197440,6763778048,6763782144,14629122048
1712649210000,3574501376,7259197440,6763778048,6763782144,14629122048
1712649240000,3574501376,7259197440,6763778048,6763782144,14629122048
1712649270000,3574501376,7259197440,6763778048,6763782144,14629122048
1712649300000,3574501376,7259197440,6763778048,6763782144,14629122048
1712649330000,3574501376,7259197440,6763778048,6763782144,14629122048
1712649360000,3574501376,7259197440,6763778048,6763782144,14629122048
1712649390000,3574501376,7259197440,6763778048,6763782144,14629122048
1712649420000,3574501376,7259197440,6763778048,6763782144,14629122048
1712649450000,3574501376,7259197440,6763778048,6763782144,14629122048
1712649480000,3574501376,7259197440,6763778048,6763782144,14629122048
1712649510000,3574501376,7259197440,6763778048,6763782144,14629122048
1712649540000,3574501376,7259197440,6763778048,6763782144,14629122048
1712649570000,3574501376,7259197440,6763778048,6763782144,14629122048
1712649600000,3574501376,7259197440,6763778048,6763782144,14629122048
1712649630000,3574501376,7259197440,6763778048,6763782144,14629122048
1712649660000,3574501376,7259197440,6763778048,6763782144,14629122048
1712649690000,3574501376,7259197440,6763778048,6763782144,14629122048
1712649720000,3574501376,7259197440,6763778048,6763782144,14629122048
1712649750000,3574501376,7259197440,6763778048,6763782144,14629122048
1712649780000,3574501376,7259197440,6763778048,6763782144,14629122048
1712649810000,3574501376,7259197440,6763778048,6763782144,14629122048
1712649840000,3574501376,7259197440,6763778048,6763782144,14629122048
1712649870000,3574501376,7259197440,6763778048,6763782144,14629122048
1712649900000,3574501376,7259197440,6763778048,6763782144,14629122048
1712649930000,3574501376,7259197440,6763778048,6763782144,14629122048
1712649960000,3574501376,7259197440,6763778048,6763782144,14629122048
1712649990000,3574501376,7259197440,6763778048,6763782144,14629122048
1712650020000,3574501376,7259197440,6763778048,6763782144,14629122048
1712650050000,3574501376,7259197440,6763778048,6763782144,14629122048
1712650080000,3574501376,7259197440,6763778048,6763782144,14629122048
1712650110000,3574501376,7259197440,6763778048,6763782144,14629122048
1712650140000,3574501376,7259197440,6763778048,6763782144,14629122048
1712650170000,3574501376,7259197440,6763778048,6763782144,14629122048
1712650200000,3574501376,7259197440,6763778048,6763782144,14629122048
1712650230000,3574501376,7259197440,6763778048,6763782144,14629122048
1712650260000,3574501376,7259197440,6763778048,6763782144,14629122048
1712650290000,3574501376,7259197440,6763778048,6763782144,14629122048
1712650320000,3574501376,7259197440,6763778048,6763782144,14629122048
1712650350000,3574501376,7259197440,6763778048,6763782144,14629122048
1712650380000,3574501376,7259197440,6763778048,6763782144,14629122048
1712650410000,3574501376,7259197440,6763778048,6763782144,14629122048
1712650440000,3574501376,7259197440,6763778048,6763782144,14629122048
1712650470000,3574501376,7259197440,6763778048,6763782144,14629122048
1712650500000,3574501376,7259197440,6763778048,6763782144,14629122048
1712650530000,3574501376,7259197440,6763778048,6763782144,14629122048
1712650560000,3574501376,7259197440,6763778048,6763782144,14629122048
1712650590000,3574501376,7259197440,6763778048,6763782144,14629122048
1712650620000,3574501376,7259197440,6763778048,6763782144,14629122048
1712650650000,3574501376,7259197440,6763778048,6763782144,14629122048
1712650680000,3574501376,7259197440,6763778048,6763782144,14629122048
1712650710000,3574501376,7259197440,6763778048,6763782144,14629122048
1712650740000,3574501376,7259197440,6763778048,6763782144,14629122048
1712650770000,3574501376,7259197440,6763778048,6763782144,14629122048
1712650800000,3574501376,7259197440,6763778048,6763782144,14629122048
1712650830000,3574501376,7259197440,6763778048,6763782144,14629122048
1712650860000,3574501376,7259197440,6763778048,6763782144,14629122048
1712650890000,3574501376,7259197440,6763778048,6763782144,14629122048
1712650920000,3574501376,7259197440,6763778048,6763782144,14629122048
1712650950000,3574501376,7259197440,6763778048,6763782144,14629122048
1712650980000,3574501376,7259197440,6763778048,6763782144,14629122048
1712651010000,3574501376,7259197440,6763778048,6763782144,14629122048
1712651040000,3574501376,7259197440,6763778048,6763782144,14629122048
1712651070000,3574501376,7259197440,6763778048,6763782144,14629122048
1712651100000,3574501376,7259197440,6763778048,6763782144,14629122048
1712651130000,3574501376,7259197440,6763778048,6763782144,14629122048
1712651160000,3574501376,7259197440,6763778048,6763782144,14629122048
1712651190000,3574501376,7259197440,6763778048,6763782144,14629122048
1712651220000,3574501376,7259197440,6763778048,6763782144,14629122048
1712651250000,3574501376,7259197440,6763778048,6763782144,14629122048
1712651280000,3574501376,7259197440,6763778048,6763782144,14629122048
1712651310000,3574501376,7259197440,6763778048,6763782144,14629122048
1712651340000,3574501376,7259197440,6763778048,6763782144,14629122048
1712651370000,3574501376,7259197440,6763778048,6763782144,14629122048
1712651400000,3574501376,7259197440,6763778048,6763782144,14629122048
1712651430000,3574501376,7259197440,6763778048,6763782144,14629122048
1712651460000,3574501376,7259197440,6763778048,6763782144,14629122048
1712651490000,3574501376,7259197440,6763778048,6763782144,14629122048
1712651520000,3574501376,7259197440,6763778048,6763782144,14629122048
1712651550000,3574501376,7259197440,6763778048,6763782144,14629122048
1712651580000,3574501376,7259197440,6763778048,6763782144,14629122048
1712651610000,3574501376,7259197440,6763778048,6763782144,14629122048
1712651640000,3574501376,7259197440,6763778048,6763782144,14629122048
1712651670000,3574501376,7259197440,6763778048,6763782144,14629122048
1712651700000,3574501376,7259197440,6763778048,6763782144,14629122048
1712651730000,3574501376,7259197440,6763778048,6763782144,14629122048
1712651760000,3574501376,7259197440,6763778048,6763782144,14629122048
1712651790000,3574501376,7259197440,6763778048,6763782144,14629122048
1712651820000,3574501376,7259197440,6763778048,6763782144,14629122048
1712651850000,3574501376,7259197440,6763778048,6763782144,14629122048
1712651880000,3574501376,7259197440,6763778048,6763782144,14629122048
1712651910000,3574501376,7259197440,6763778048,6763782144,14629122048
1712651940000,3574501376,7259197440,6763778048,6763782144,14629122048
1712651970000,3574501376,7259197440,6763778048,6763782144,14629122048
1712652000000,3574501376,7259197440,6763778048,6763782144,14629122048
1712652030000,3574501376,7259197440,6763778048,6763782144,14629122048
1712652060000,3574501376,7259197440,6763778048,6763782144,14629122048
1712652090000,3574501376,7259197440,6763778048,6763782144,14629122048
1712652120000,3574501376,7259197440,6763778048,6763782144,14629122048
1712652150000,3574501376,7259197440,6763778048,6763782144,14629122048
1712652180000,3574501376,7259197440,6763778048,6763782144,14629122048
1712652210000,3574501376,7259197440,6763778048,6763782144,14629122048
1712652240000,3574501376,7259197440,6763778048,6763782144,14629122048
1712652270000,3574501376,7259197440,6763778048,6763782144,14629122048
1712652300000,3574501376,7259197440,6763778048,6763782144,14629122048
1712652330000,3574501376,7259197440,6763778048,6763782144,14629122048
1712652360000,3574501376,7259197440,6763778048,6763782144,14629122048
1712652390000,3574501376,7259197440,6763778048,6763782144,14629122048
1712652420000,3574501376,7259197440,6763778048,6763782144,14629122048
1712652450000,3574501376,7259197440,6763778048,6763782144,14629122048
1712652480000,3574501376,7259197440,6763778048,6763782144,14629122048
1712652510000,3574501376,7259197440,6763778048,6763782144,14629122048
1712652540000,3574501376,7259197440,6763778048,6763782144,14629122048
1712652570000,3574501376,7259197440,6763778048,6763782144,14629122048
1712652600000,3574501376,7259197440,6763778048,6763782144,14629122048
1712652630000,3574501376,7259197440,6763778048,6763782144,14629122048
1712652660000,3574501376,7259197440,6763778048,6763782144,14629122048
1712652690000,3574501376,7259197440,6763778048,6763782144,14629122048
1712652720000,3574501376,7259197440,6763778048,6763782144,14629122048
1712652750000,3574501376,7259197440,6763778048,6763782144,14629122048
1712652780000,3574501376,7259197440,6763778048,6763782144,14629122048
1712652810000,3574501376,7259197440,6763778048,6763782144,14629122048
1712652840000,3574501376,7259197440,6763778048,6763782144,14629122048
1712652870000,3574501376,7259197440,6763778048,6763782144,14629122048
1712652900000,3574501376,7259197440,6763778048,6763782144,14629122048
1712652930000,3574501376,7259197440,6763778048,6763782144,14629122048
1712652960000,3574501376,7259197440,6763778048,6763782144,14629122048
1712652990000,3574501376,7259197440,6763778048,6763782144,14629122048
1712653020000,3574501376,7259197440,6763778048,6763782144,14629122048
1712653050000,3574501376,7259197440,6763778048,6763782144,14629122048
1712653080000,3574501376,7259197440,6763778048,6763782144,14629122048
1712653110000,3574501376,7259197440,6763778048,6763782144,14629122048
1712653140000,3574501376,7259197440,6763778048,6763782144,14629122048
1712653170000,3574501376,7259197440,6763778048,6763782144,14629122048
1712653200000,3574501376,7259197440,6763778048,6763782144,14629122048
1712653230000,3574501376,7259197440,6763778048,6763782144,14629122048
1712653260000,3574501376,7259197440,6763778048,6763782144,14629122048
1712653290000,3574501376,7259197440,6763778048,6763782144,14629122048
1712653320000,3574501376,7259197440,6763778048,6763782144,14629122048
1712653350000,3574501376,7259197440,6763778048,6763782144,14629122048
1712653380000,3574501376,7259197440,6763778048,6763782144,14629122048
1712653410000,3574501376,7259197440,6763778048,6763782144,14629122048
1712653440000,3574501376,7259197440,6763778048,6763782144,14629122048
1712653470000,3574501376,7259197440,6763778048,6763782144,14629122048
1712653500000,3574501376,7259197440,6763778048,6763782144,14629122048
1712653530000,3574501376,7259197440,6763778048,6763782144,14629122048
1712653560000,3574501376,7259197440,6763778048,6763782144,14629122048
1712653590000,3574501376,7259197440,6763778048,6763782144,14629122048
